vehicle_id,fuel_type,rpm,fuel_consumption,throttle_position,fuel_pressure,coolant_temp,torque,spark_timing,speed,engine_load,intake_temp,battery_voltage,power,intake_pressure,vehicle_age,battery_age,battery_health,harsh_braking_count,sudden_acceleration_count,idle_time,days_since_last_service,distance_since_last_service,oil_change_count,brake_change_count,repairs_last_year,accident_history,temperature,humidity,traffic_index,road_quality,terrain_type,aqi,driver_score,engine_stress_score,service_health_score,service_required,vehicle_weight,rpm_variance_score,overheating_risk,aggressive_driving_index,daily_distance,fuel_efficiency,battery_service_required,brake_service_required,oil_change_required,engine_service_required,remaining_service_km,service_status,vehicle_model,engine_displacement_l,cylinder_count,transmission_type,drive_type,vehicle_class,city_mpg,highway_mpg,combined_mpg,air_pollution_score,greenhouse_gas_score,co2_emissions,rainfall_mm,weather_location,weather_severity,wet_road,health_label,days_until_service
VH00056,petrol,1293.0,4.89,15.2,54.7,86.6,168.2,15.7,33.6,24.1,46.3,14.08,22.6,101.0,7,5,85.6,3,1,9.1,32,1302,2,0,0,0,30.8,62.5,0.56,0.48,City,74,92.4,0.229,0.98,0,1513,0.287,0.165,0.128,40.3,4.0,0,0,0,0,7082,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,29.4,33.3,31.2,8,8,166.6,4.1,Bangalore,Clear,1,Healthy,
VH00057,petrol,2019.0,8.55,48.7,44.6,108.1,128.0,6.0,42.5,65.4,59.0,12.73,26.0,102.1,3,59,53.3,7,17,37.8,144,6605,7,4,2,0,23.8,82.8,0.76,0.57,City,144,67.6,0.587,0.47,1,1025,0.437,0.607,0.425,81.7,4.0,1,0,1,1,1752,Service Soon (25d),Hyundai i20,1.2,4,Manual,FWD,Hatchback,31.4,40.4,35.5,7,8,129.5,9.4,Kolkata,Moderate,1,Service Soon,25.0
VH00058,petrol,1751.0,7.98,49.1,47.9,89.8,147.6,13.1,46.0,59.0,50.8,13.13,26.2,100.8,3,36,71.0,6,6,14.6,55,4496,6,2,2,1,37.7,89.9,0.55,0.63,Mixed,36,68.2,0.377,0.642,0,1205,0.346,0.227,0.369,34.4,4.0,0,0,0,0,2715,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,25.9,39.1,31.8,9,9,155.0,0.7,Chennai,Clear,0,Monitor,
VH00059,diesel,1361.0,2.42,19.7,253.3,74.0,320.0,7.4,36.1,48.1,31.5,13.63,40.8,105.5,3,19,86.3,1,2,14.5,26,1609,1,1,0,0,15.7,58.2,0.35,0.77,Highway,43,98.5,0.275,0.838,0,2058,0.293,0.0,0.073,41.7,4.0,0,0,0,0,4609,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,23.5,28.7,25.8,9,9,199.8,7.6,Pune,Moderate,1,Healthy,
VH00060,diesel,2977.0,9.26,71.3,263.1,103.9,294.5,2.2,73.2,81.9,61.8,12.27,73.7,91.1,4,74,14.6,22,28,50.3,287,13121,16,10,8,1,22.9,73.7,0.38,0.84,Highway,217,27.7,0.928,0.235,1,2062,0.866,0.505,0.928,67.0,4.0,1,1,1,1,150,Critical,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,18.2,24.4,21.0,5,7,248.6,6.3,Kolkata,Moderate,1,Critical,
VH00061,petrol,2227.0,8.78,52.7,47.5,103.5,118.9,3.9,79.5,71.8,61.9,12.05,32.3,93.4,8,48,51.6,9,15,35.2,163,5977,12,6,4,1,28.5,57.2,0.71,0.52,City,85,58.0,0.517,0.295,1,897,0.489,0.52,0.558,73.4,4.0,0,1,1,0,1203,Service Soon (28d),Maruti Swift,1.2,4,Manual,FWD,Hatchback,34.2,44.6,38.9,7,8,153.7,2.6,Bangalore,Clear,1,Service Soon,28.0
VH00062,petrol,955.0,5.24,29.4,51.7,84.1,127.1,15.3,34.9,29.0,40.1,13.89,17.3,101.6,3,1,85.6,2,3,22.6,53,702,3,1,0,0,24.6,47.4,0.6,0.61,Mixed,80,92.1,0.168,0.925,0,942,0.109,0.016,0.158,39.3,4.0,0,0,0,0,6589,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,32.7,43.8,37.7,9,9,126.5,0.5,Hyderabad,Clear,0,Healthy,
VH00063,petrol,1856.0,3.3,16.1,48.3,97.4,119.7,14.9,45.7,38.1,40.4,13.91,22.3,96.8,1,18,100.0,0,1,5.8,13,325,2,1,0,0,24.2,56.0,0.36,0.82,Highway,88,95.7,0.249,0.948,0,884,0.217,0.278,0.035,35.4,4.0,0,0,0,0,7928,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.8,41.9,38.5,8,8,132.0,4.1,Pune,Clear,1,Healthy,
VH00064,petrol,1558.0,3.58,15.6,52.7,84.7,120.4,11.2,22.5,38.1,35.8,13.82,20.3,99.8,2,16,98.4,1,1,3.8,46,2180,2,1,0,0,17.0,51.4,0.17,0.81,Highway,199,96.0,0.192,0.86,0,1032,0.05,0.131,0.032,48.7,5.22,0,0,0,0,7546,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,33.5,40.0,36.4,9,10,135.1,1.8,Delhi,Clear,0,Healthy,
VH00065,petrol,1444.0,4.47,24.3,48.4,85.4,129.0,12.1,16.6,27.9,42.7,13.52,20.7,101.4,2,15,88.8,1,1,13.5,51,2094,1,1,0,0,22.7,40.0,0.63,0.6,City,105,94.6,0.288,0.913,0,1304,0.334,0.025,0.183,28.8,4.0,0,0,0,0,5362,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,28.2,36.4,31.9,8,8,156.8,1.1,Hyderabad,Clear,0,Healthy,
VH00066,petrol,1665.0,3.03,18.8,53.4,88.9,148.6,12.6,41.1,16.2,43.5,13.6,19.7,99.9,3,12,93.3,1,0,10.2,34,1559,4,1,0,0,37.3,81.9,0.3,0.88,Highway,198,95.5,0.189,0.851,0,1409,0.197,0.022,0.033,38.8,4.0,0,0,0,0,7087,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,27.6,34.9,30.9,8,9,178.0,21.6,Kolkata,Severe,1,Healthy,
VH00067,petrol,1252.0,5.11,13.6,53.7,87.0,134.8,16.2,40.9,37.7,39.8,14.0,17.3,100.8,6,14,98.5,3,3,6.6,14,2307,2,0,0,0,23.6,62.7,0.52,0.44,City,128,94.9,0.257,0.884,0,1025,0.159,0.034,0.013,30.8,4.0,0,0,0,0,6629,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,32.9,39.3,35.8,9,9,142.5,6.7,Bangalore,Moderate,1,Healthy,
VH00068,petrol,2173.0,10.36,46.2,48.4,101.3,130.5,12.5,30.3,63.0,56.3,12.92,30.5,95.6,1,43,54.9,18,14,25.0,195,7573,12,5,3,1,26.0,68.9,0.67,0.53,City,98,59.5,0.637,0.332,1,1460,0.557,0.531,0.541,69.6,4.0,1,1,1,0,226,Service Soon (12d),Hyundai Creta,1.5,4,Automatic,FWD,SUV,25.5,26.7,26.0,7,7,183.3,2.0,Bangalore,Clear,0,Service Soon,12.0
VH00069,petrol,1811.0,7.99,50.4,43.6,104.5,136.8,12.0,46.1,60.9,56.6,12.94,20.4,87.7,0,45,43.5,8,15,31.6,148,6715,9,4,4,1,34.6,60.6,0.33,0.94,Highway,166,60.4,0.713,0.461,1,1189,0.586,0.56,0.553,75.0,4.0,1,0,1,1,263,Service Soon (14d),Maruti Brezza,1.5,4,Automatic,FWD,SUV,26.5,37.6,31.5,7,7,178.8,4.4,Kolkata,Clear,1,Service Soon,14.0
VH00070,petrol,1331.0,4.86,14.2,49.8,88.5,130.8,12.9,32.9,34.7,40.7,13.69,13.8,100.7,2,8,99.6,2,0,12.7,31,1009,4,0,0,0,16.2,67.6,0.39,0.59,City,103,92.4,0.266,0.872,0,935,0.183,0.122,0.106,33.3,4.0,0,0,0,0,6050,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,33.3,43.2,37.8,9,10,117.1,46.3,Bangalore,Severe,1,Healthy,
VH00071,petrol,1429.0,6.72,29.7,51.6,94.0,116.1,12.6,62.9,62.1,43.9,12.8,19.4,100.1,2,33,64.0,2,4,20.0,74,5758,6,2,2,1,29.3,50.6,0.78,0.52,City,94,77.0,0.34,0.699,0,927,0.347,0.177,0.417,32.8,4.0,0,0,0,0,3835,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,33.5,41.4,37.1,9,9,134.3,4.5,Pune,Clear,1,Monitor,
VH00072,petrol,1404.0,4.77,27.9,54.9,88.1,114.0,13.2,26.8,37.5,40.3,13.76,18.9,102.6,2,10,95.4,0,2,10.3,22,2004,2,1,0,0,23.7,54.1,0.63,0.42,City,117,97.5,0.13,0.876,0,897,0.127,0.055,0.029,31.6,4.0,0,0,0,0,6430,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,34.2,46.0,39.5,9,10,113.0,0.7,Pune,Clear,0,Healthy,
VH00073,petrol,1859.0,6.36,30.1,50.8,92.2,109.2,10.0,43.5,57.3,57.7,13.49,25.5,100.2,3,32,72.9,2,8,13.5,68,4702,5,1,2,1,36.8,83.8,0.7,0.53,City,96,87.4,0.524,0.59,0,919,0.362,0.315,0.175,63.4,4.0,0,0,0,0,3804,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,39.6,44.5,41.8,7,8,140.6,22.9,Chennai,Severe,1,Monitor,
VH00074,petrol,1822.0,6.05,42.7,49.5,95.2,150.6,11.6,40.3,45.5,40.1,13.27,29.5,103.1,1,29,65.7,8,4,30.8,77,4479,3,2,2,0,37.2,83.9,0.56,0.59,Mixed,87,85.7,0.497,0.648,0,1491,0.361,0.286,0.24,28.8,4.0,0,0,0,0,3178,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,23.5,35.1,28.7,8,8,188.5,3.8,Chennai,Clear,1,Monitor,
VH00075,diesel,1393.0,3.82,12.5,267.5,86.5,320.0,13.7,69.4,18.6,32.9,13.68,54.4,106.7,1,10,91.9,2,0,18.3,58,1963,2,0,0,0,22.1,62.1,0.7,0.6,City,250,96.5,0.293,0.766,0,2006,0.208,0.05,0.036,51.9,4.0,0,0,0,0,5557,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,19.3,26.3,22.5,9,9,200.1,34.0,Delhi,Severe,1,Healthy,
VH00076,diesel,1425.0,4.87,21.0,286.5,71.6,320.0,11.6,47.6,41.3,36.6,13.91,54.7,105.5,2,16,87.3,1,1,11.1,6,2276,1,1,0,0,28.7,72.8,0.4,0.87,Highway,191,100.0,0.283,0.79,1,2096,0.231,0.002,0.063,43.2,4.0,0,1,0,0,7509,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,21.1,21.2,21.1,9,8,220.6,0.6,Kolkata,Clear,0,Healthy,
VH00077,petrol,1359.0,3.5,20.1,56.4,89.2,167.8,15.0,42.6,35.2,36.4,14.02,22.7,102.8,0,10,85.8,1,0,6.2,26,1209,1,0,0,0,26.9,71.5,0.62,0.43,City,78,92.7,0.091,0.832,0,1205,0.208,0.091,0.0,42.5,4.0,0,0,0,0,6796,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,33.2,43.0,37.6,9,10,147.3,23.1,Hyderabad,Severe,1,Healthy,
VH00078,petrol,2069.0,7.04,25.5,46.1,96.2,148.4,8.7,43.9,58.9,62.8,13.0,30.2,103.1,6,20,81.1,4,2,25.6,81,5347,4,3,1,1,38.5,76.3,0.89,0.44,City,127,81.2,0.449,0.73,1,1165,0.238,0.303,0.334,35.3,4.0,0,0,0,1,1925,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,30.9,42.3,36.0,8,8,147.5,24.8,Chennai,Severe,1,Monitor,
VH00079,petrol,2115.0,4.25,31.2,56.6,105.4,147.3,12.9,60.9,46.8,51.6,12.97,27.5,98.9,13,23,80.9,5,4,24.1,59,3629,4,1,1,0,24.4,71.5,0.35,0.92,Highway,220,82.1,0.412,0.797,0,1163,0.272,0.556,0.293,68.9,4.0,0,0,0,0,3202,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,29.4,37.5,33.0,7,8,155.6,0.8,Kolkata,Clear,0,Monitor,
VH00080,petrol,1262.0,5.22,42.3,47.1,93.7,105.8,15.6,62.1,53.6,47.0,13.18,15.2,98.6,3,28,88.2,5,1,24.9,71,5916,4,2,1,1,36.8,86.9,0.71,0.56,City,53,90.8,0.394,0.756,0,1019,0.274,0.193,0.225,48.7,4.0,0,0,0,0,2030,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,34.9,40.0,37.2,8,8,133.7,21.8,Chennai,Severe,1,Monitor,
VH00081,petrol,2017.0,6.29,27.0,51.4,94.2,145.4,15.0,46.5,55.0,48.7,12.8,31.7,100.3,3,39,73.5,7,7,21.5,63,3392,6,3,2,0,33.6,68.7,0.48,0.81,Highway,94,72.7,0.408,0.504,0,1479,0.419,0.193,0.325,30.5,4.0,0,0,0,0,2891,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,25.2,30.8,27.7,8,8,176.9,6.2,Chennai,Moderate,1,Monitor,
VH00082,petrol,1464.0,4.73,9.7,52.2,79.4,118.0,13.4,44.7,22.5,41.6,13.72,16.1,101.6,6,17,92.4,1,2,12.4,42,1645,1,1,0,0,23.6,90.9,0.65,0.52,Mixed,156,100.0,0.085,0.873,0,1026,0.045,0.0,0.029,56.0,4.0,0,0,0,0,6743,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,33.1,42.3,37.2,10,10,127.7,5.9,Mumbai,Moderate,1,Healthy,
VH00083,petrol,1531.0,4.42,12.7,58.9,90.2,149.4,15.7,52.6,32.5,39.4,14.13,30.1,101.0,1,7,97.6,0,0,14.8,57,2265,1,1,0,0,30.0,69.8,0.4,0.84,Highway,183,97.0,0.162,1.0,0,1479,0.085,0.104,0.002,36.8,4.0,0,0,0,0,5745,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,29.9,35.1,32.2,9,9,171.8,3.6,Kolkata,Clear,1,Healthy,
VH00084,petrol,1460.0,4.85,20.0,55.2,86.4,120.2,15.0,49.6,25.5,40.1,13.74,19.0,97.7,1,16,81.8,2,1,7.4,30,1715,3,1,0,0,15.1,44.2,0.78,0.53,City,93,93.6,0.266,0.91,0,988,0.188,0.0,0.165,21.6,4.0,0,0,0,0,6285,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,30.9,39.6,34.8,9,9,146.6,0.9,Hyderabad,Clear,0,Healthy,
VH00085,petrol,1244.0,3.84,19.8,48.7,85.3,156.1,17.1,50.7,20.9,38.5,13.52,20.0,99.2,3,13,93.1,1,0,4.0,11,1467,2,0,0,0,30.7,70.1,0.56,0.48,Mixed,121,95.0,0.294,0.855,0,1411,0.202,0.096,0.139,34.5,4.0,0,0,0,0,7463,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,24.7,35.1,29.4,10,9,170.4,9.4,Mumbai,Moderate,1,Healthy,
VH00086,petrol,1873.0,5.32,32.3,45.5,88.6,149.9,10.7,42.2,45.5,51.5,13.82,29.4,94.0,0,19,80.6,6,7,10.4,82,3985,8,3,2,0,28.6,59.0,0.16,0.8,Highway,76,89.7,0.352,0.499,0,1180,0.232,0.144,0.163,66.1,4.0,0,0,0,0,2940,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,33.2,34.4,33.7,8,8,143.0,3.6,Hyderabad,Clear,1,Monitor,
VH00087,petrol,1619.0,4.01,30.6,54.9,83.8,155.2,15.2,22.2,30.3,34.7,13.49,29.6,99.0,0,5,98.1,0,0,14.1,4,1733,4,0,0,0,19.7,56.4,0.55,0.57,City,125,95.8,0.136,0.792,0,1462,0.079,0.0,0.117,50.5,4.0,0,0,0,0,6194,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,27.1,37.8,31.9,10,9,162.2,20.5,Hyderabad,Severe,1,Healthy,
VH00088,petrol,1522.0,3.75,23.7,48.7,81.6,133.1,15.0,42.1,41.5,37.0,13.91,14.1,101.7,7,4,94.0,0,1,6.2,44,3,4,1,0,0,20.3,37.5,0.73,0.58,City,100,95.0,0.176,0.833,0,897,0.118,0.0,0.159,35.6,4.43,0,0,0,0,7401,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,38.7,41.9,40.1,9,10,118.2,1.0,Bangalore,Clear,0,Healthy,
VH00089,diesel,1244.0,6.94,23.8,273.1,82.3,320.0,16.8,32.8,35.8,41.7,13.88,41.3,109.3,1,16,93.9,0,0,2.9,4,1677,3,0,0,0,24.9,64.7,0.26,0.12,Off-road,87,94.9,0.266,0.893,0,2053,0.182,0.005,0.036,38.3,4.0,0,0,0,0,7382,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,24.9,26.1,25.4,9,9,209.1,4.6,Pune,Clear,1,Healthy,
VH00090,diesel,2572.0,11.68,80.6,261.4,108.8,320.0,6.6,32.5,78.9,56.2,11.58,87.4,94.6,7,54,22.2,18,31,55.7,362,14554,19,11,7,3,27.5,53.9,0.31,0.84,Highway,135,40.0,0.731,0.147,1,2113,0.658,0.54,0.553,68.4,4.0,1,0,1,1,106,Critical,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,18.6,23.4,20.8,6,8,269.6,4.8,Bangalore,Clear,1,Critical,
VH00091,petrol,1360.0,3.42,8.6,46.9,92.5,148.0,13.0,51.2,26.1,40.9,13.48,20.7,100.6,3,0,90.4,2,0,11.8,31,2577,2,0,0,0,32.5,54.9,0.28,0.73,Highway,71,96.2,0.084,0.834,1,1166,0.073,0.101,0.143,44.5,4.93,0,0,0,1,6436,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,29.5,40.1,34.3,8,9,148.7,0.1,Bangalore,Clear,0,Healthy,
VH00092,petrol,1493.0,5.12,19.3,53.8,99.8,133.7,15.8,34.7,42.0,40.1,13.81,22.4,100.0,1,11,99.9,2,1,10.6,41,2656,3,0,0,0,30.1,81.9,0.63,0.59,City,175,92.1,0.263,0.908,0,1014,0.188,0.269,0.156,31.1,4.0,0,0,0,0,4806,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,35.6,40.8,37.9,8,8,147.2,8.2,Chennai,Moderate,1,Healthy,
VH00093,petrol,2001.0,5.21,38.1,50.7,98.2,144.6,13.6,61.9,62.4,46.9,13.19,23.4,92.5,0,25,71.4,3,6,25.3,70,3215,4,2,1,1,31.2,61.2,0.33,0.79,Highway,95,79.4,0.392,0.693,0,1206,0.3,0.332,0.224,61.2,4.0,0,0,0,0,4326,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,31.7,32.7,32.2,8,8,151.9,3.6,Hyderabad,Clear,1,Monitor,
VH00094,petrol,2092.0,13.64,73.0,47.2,115.1,126.5,12.1,56.8,80.9,51.3,11.29,34.0,96.1,0,76,35.2,23,32,55.8,303,13942,21,10,4,3,27.9,67.0,0.98,0.47,City,49,37.3,0.879,0.171,1,1488,0.768,0.762,0.705,48.0,4.0,1,1,1,1,265,Critical,Hyundai Creta,1.5,4,Automatic,FWD,SUV,22.9,32.2,27.1,7,6,187.2,3.2,Bangalore,Clear,1,Critical,
VH00095,diesel,1209.0,5.54,9.7,281.4,83.1,320.0,9.9,35.3,46.6,36.2,13.57,42.4,102.1,4,18,85.2,2,1,14.9,25,2407,3,0,0,0,30.5,58.2,0.76,0.48,City,72,98.6,0.165,0.804,0,2000,0.05,0.0,0.074,47.8,4.0,0,0,0,0,7462,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,18.9,28.5,23.2,9,9,214.2,2.3,Hyderabad,Clear,1,Healthy,
VH00096,petrol,1406.0,4.29,26.6,52.5,85.6,111.4,12.2,41.2,30.5,40.9,13.47,11.7,102.9,1,15,93.4,3,3,18.0,55,2685,3,1,0,0,21.0,75.0,0.54,0.7,Highway,150,98.1,0.188,0.957,1,1085,0.155,0.049,0.131,41.1,4.0,1,0,0,0,6706,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,29.4,40.6,34.4,8,9,148.9,15.7,Mumbai,Moderate,1,Healthy,
VH00097,diesel,1395.0,2.88,21.5,289.4,79.1,320.0,13.2,18.9,22.8,39.1,13.67,46.7,102.5,0,10,95.6,1,0,6.5,33,1643,2,1,0,0,37.0,75.0,0.44,0.71,Highway,196,97.8,0.087,0.883,0,2013,0.079,0.02,0.031,41.4,4.0,0,0,0,0,5320,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,24.1,23.5,23.8,9,10,205.4,14.6,Kolkata,Moderate,1,Healthy,
VH00098,petrol,3219.0,10.41,80.2,42.9,109.9,94.2,4.3,88.1,86.3,58.7,11.93,32.0,94.2,7,66,35.7,34,30,52.1,361,14044,20,9,9,1,24.5,71.0,0.32,0.79,Highway,180,24.1,0.73,0.013,1,1014,0.685,0.616,0.754,73.6,4.0,1,1,1,1,7,Critical,Hyundai i20,1.2,4,Manual,FWD,Hatchback,32.0,38.4,34.9,7,7,145.9,5.1,Kolkata,Moderate,1,Critical,
VH00099,diesel,2052.0,13.08,69.7,260.7,120.1,320.0,2.6,68.7,79.0,67.4,12.19,68.5,96.2,15,74,16.8,25,30,53.4,248,13556,18,10,8,2,22.7,79.7,0.6,0.46,Mixed,102,31.2,0.662,0.094,1,2131,0.589,0.917,0.607,90.9,4.0,1,1,1,1,178,Critical,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,17.7,23.9,20.5,7,8,251.0,4.4,Mumbai,Clear,1,Critical,
VH00100,petrol,2052.0,7.2,39.1,55.1,98.6,102.0,15.4,51.3,58.8,36.9,13.36,21.9,97.2,1,27,77.7,7,5,29.5,71,2898,3,1,2,1,30.7,82.9,0.71,0.36,City,56,84.5,0.474,0.732,0,976,0.319,0.399,0.222,65.5,4.0,0,0,0,0,3414,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,33.7,38.4,35.8,8,9,145.8,24.8,Chennai,Severe,1,Monitor,
VH00101,petrol,1332.0,5.34,15.3,51.8,78.0,134.2,11.0,45.5,21.2,39.9,13.7,22.2,100.6,2,12,83.5,0,1,20.0,18,1910,3,1,0,0,26.0,50.7,0.49,0.75,Mixed,260,93.5,0.282,0.981,0,910,0.169,0.0,0.077,20.4,4.0,0,0,0,0,4600,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,36.0,42.6,39.0,8,8,143.4,3.7,Delhi,Clear,1,Healthy,
VH00102,petrol,1533.0,5.49,43.4,49.0,92.2,125.3,11.1,46.4,55.8,39.4,12.61,23.5,95.1,3,38,66.3,2,2,18.6,75,3758,7,1,1,0,24.8,71.2,0.72,0.83,City,205,88.7,0.349,0.631,0,1250,0.257,0.139,0.2,54.7,4.0,0,0,0,0,4209,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,25.5,35.4,30.0,8,9,158.3,1.9,Kolkata,Clear,0,Monitor,
VH00103,petrol,1234.0,6.54,10.8,58.9,88.5,151.9,16.9,66.9,45.0,47.9,13.92,23.2,101.5,3,1,91.8,1,0,13.3,56,660,1,0,0,0,26.2,77.6,0.07,0.34,Off-road,147,98.1,0.258,0.834,1,1234,0.265,0.06,0.112,41.6,4.0,0,0,1,0,6301,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,27.1,34.0,30.2,8,10,154.3,6.0,Kolkata,Moderate,1,Healthy,
VH00104,petrol,2576.0,15.77,67.4,45.5,114.8,101.8,3.1,45.9,86.7,61.7,12.51,28.3,85.4,0,89,34.9,36,17,58.6,201,9342,18,8,9,1,35.5,77.3,0.81,0.63,City,191,22.8,0.796,0.012,1,1043,0.774,0.835,0.912,71.0,4.0,1,1,1,1,39,Critical,Tata Altroz,1.2,4,Manual,FWD,Hatchback,30.9,37.1,33.7,6,7,144.4,8.4,Kolkata,Moderate,1,Critical,
VH00105,diesel,1215.0,4.48,8.6,281.3,87.1,320.0,10.3,33.5,46.3,40.3,13.98,42.6,105.2,0,18,96.9,0,0,16.8,19,978,3,0,0,0,30.1,46.3,0.59,0.64,City,215,92.5,0.119,0.874,1,2102,0.038,0.0,0.107,43.5,4.0,0,0,0,1,7613,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,18.8,26.7,22.4,9,9,216.2,2.3,Delhi,Clear,1,Healthy,
VH00106,petrol,1483.0,9.03,45.5,50.5,95.0,144.2,10.1,37.8,61.4,52.9,13.33,23.0,95.6,5,23,65.5,5,7,24.6,114,3849,3,1,2,0,27.7,58.2,0.17,0.21,Off-road,207,76.4,0.579,0.625,0,945,0.493,0.253,0.304,44.2,4.0,0,0,0,0,4128,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,30.3,44.2,36.6,7,8,142.6,0.1,Delhi,Clear,0,Monitor,
VH00107,petrol,1341.0,6.0,13.4,54.7,86.8,151.6,17.2,39.0,28.1,39.8,14.09,31.4,103.9,0,12,86.7,1,1,11.6,9,1400,3,1,0,0,18.0,54.5,0.77,0.52,City,85,92.3,0.214,0.877,0,1165,0.18,0.154,0.074,24.4,4.0,0,0,0,0,6681,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,30.8,39.1,34.5,9,9,153.9,0.7,Bangalore,Clear,0,Healthy,
VH00108,petrol,1559.0,6.88,31.3,49.3,95.3,126.6,10.4,66.0,61.3,48.5,13.61,16.3,96.5,0,26,65.2,4,3,23.4,66,4146,8,1,2,1,28.5,90.2,0.6,0.49,City,126,94.3,0.512,0.743,0,1036,0.416,0.428,0.193,50.5,4.0,0,0,0,0,4031,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,29.0,40.8,34.3,8,8,142.8,6.8,Chennai,Moderate,1,Monitor,
VH00109,petrol,1289.0,4.15,15.7,51.8,91.1,157.0,15.0,45.9,24.9,47.0,13.63,23.4,96.8,5,8,89.9,0,2,9.9,7,2809,2,0,0,0,36.3,66.2,0.47,0.47,City,133,95.9,0.158,0.785,0,1453,0.158,0.224,0.033,36.9,4.0,0,0,0,0,5444,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,28.8,34.2,31.2,9,10,173.9,25.9,Hyderabad,Severe,1,Healthy,
VH00110,diesel,1081.0,4.66,15.6,280.3,76.6,320.0,15.2,40.0,32.0,37.1,14.13,37.5,105.6,3,13,85.4,2,1,9.5,39,1173,3,1,0,0,24.6,72.7,0.75,0.54,City,189,92.3,0.191,1.0,0,2000,0.259,0.028,0.167,18.8,4.0,0,0,0,0,6563,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,19.1,28.7,23.4,9,9,218.6,5.2,Kolkata,Moderate,1,Healthy,
VH00111,diesel,1060.0,7.4,49.2,269.9,87.8,320.0,10.7,55.7,53.9,46.6,13.4,43.9,104.2,4,26,70.4,2,6,18.0,97,3078,5,3,1,1,25.3,44.1,0.8,0.69,City,216,82.7,0.491,0.767,0,2107,0.402,0.052,0.256,67.8,4.0,0,0,0,0,1720,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,15.6,25.7,20.1,8,9,230.9,1.5,Delhi,Clear,0,Monitor,
VH00112,petrol,1941.0,6.23,29.2,47.9,92.8,146.7,7.0,53.5,56.1,56.1,12.92,33.9,96.5,6,39,74.0,4,2,18.4,94,4122,5,1,1,1,31.3,65.4,0.74,0.62,City,154,87.0,0.49,0.682,0,1210,0.37,0.084,0.147,62.3,4.0,0,0,0,0,1957,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.2,36.4,31.9,8,8,175.0,28.0,Kolkata,Severe,1,Monitor,
